A62260,96
A62278,55
A62372,34
A62475,533
A62508,150
A62511,238
A62585,240
A62613,254
A62670,478
A62674,29
A62676,110
A62696,326
A62709,124
A62835,126
A62838,88
A62907,79
A63018,238
A63055,19
A63057,98
A63074,140
A63079,61
A63110,34
A63227,282
A63302,95
A63323,356
A63335,240
A63412,71
A63416,77
A63465,58
A63522,74
A63557,74
A63589,126
A63633,172
A63684,51
A63742,100
A63871,307
A63882,140
A63900,108
A63927,14
A64002,9
A64004,224
A64023,56
A64030,52
A64086,117
A64188,83
A64206,105
A64229,45
A64235,176
A64246,72
A64284,32
A64313,290
A64333,27
A64349,215
A64363,55
A66045,480
A66171,36
A66229,147
A66267,71
A66271,38
A66320,83
A66400,170
A66460,31
A66464,69
A66488,79
A66507,55
A67856,7
A67942,7
A68069,85
A68106,100
A68230,102
A68344,34
A68363,225
A68398,90
A68418,67
A68566,120
A68643,53
A68647,32
A68718,39
A68728,13
A68809,101
A68864,54
A68998,45
A69036,21
A69051,117
A69085,63
A70164,52
A70170,132
A70187,556
A70206,0
A70208,35
A70223,0
A70269,53
A70296,68
A70343,172
A70453,110
A70454,29
A70470,79
A70481,48
A70554,56
A70562,407
A70571,277
A70631,238
A70646,125
A70703,115
A70723,94
A70764,211
A70777,710
A70866,134
A70869,12
A70889,67
A70902,19
A70905,170
A70975,53
A70978,366
A70983,60
A70990,121
A70998,80
A71033,59
A71068,105
A71082,39
A71170,75
A71250,191
A71259,70
A71264,195
A71350,150
A71362,43
A71429,484
A71437,107
A71467,52
A71517,44
A71530,78
A71537,121
A71641,40
A71662,208
A71709,124
A71724,160
A71739,229
A71810,58
A71812,200
A71818,38
A71904,270
A71978,271
A72030,127
A72037,345
A72063,355
A72077,62
A72086,288
A72098,102
A72103,87
A72120,320
A72149,135
A72159,133
A72194,85
A72308,53
A72335,362
A72502,35
A72503,118
A72531,369
A72590,14
A72640,55
A72649,13
A72655,91
A72676,423
A72823,16
A72830,278
A72922,5
A72965,175
A73023,110
A73059,79
A73078,177
A73099,353
A73184,21
A73193,58
A73327,65
A73335,58
A73403,234
A73437,98
A73452,136
A73489,12
A73498,124
A73504,99
A73555,391
A73587,60
A73626,86
A73639,50
A73673,41
A73679,339
A73734,28
A73738,171
A73756,181
A73764,32
A73769,180
A73818,423
A73846,60
A73865,297
A73943,112
A74022,97
A74048,198
A74099,73
A74128,166
A74131,37
A74143,18
A74146,233
A74207,94
A74220,129
A76000,173
A76082,19
A76086,24
A76117,36
A76118,114
A76140,18
A76273,68
A76278,13
A76285,153
A77022,126
A77521,277
A77551,307
A77585,81
A77600,60
A77652,39
A77719,145
A77744,20
A77854,29
A77883,132
A77912,368
A77947,60
A78002,50
A78072,66
A78111,76
A78128,58
A78222,103
A78301,16
A78306,0
A78488,142
A78522,70
A78639,10
A80048,248
A80094,88
A80123,108
A80194,160
A80196,214
A80201,69
A80204,94
A80212,223
A80215,355
A80221,102
A80252,35
A80254,4
A80264,152
A80360,145
A80442,46
A80477,61
A80517,94
A80528,88
A80529,371
A80533,68
A80568,72
A80582,241
A80609,121
A80610,107
A80640,76
A80665,60
A80675,16
A80693,59
A80710,133
A80761,58
A80811,216
A80814,34
A80834,325
A80915,234
A80929,244
A81024,189
A81091,130
A81099,214
A81100,328
A81126,200
A81135,375
A81170,60
A81377,233
A81381,84
A81401,334
A81442,77
A81444,230
A81457,210
A81553,75
A81563,24
A81574,133
A81630,190
A81636,84
A81692,65
A81704,29
A81716,104
A81754,60
A81775,365
A81779,78
A81783,57
A81795,83
A81804,44
A81811,97
A81855,85
A81889,70
A81893,137
A81921,91
A81938,308
A81991,127
A82017,101
A82077,20
A82091,58
A82092,16
A82169,53
A82180,44
A82195,211
A82197,241
A82254,53
A82291,61
A82300,241
A82318,130
A82333,85
A82357,20
A82405,105
A82455,216
A82458,102
A82498,88
A82509,35
A82547,386
A82558,237
A82579,174
A82580,82
A82598,83
A82609,508
A82642,296
A82721,86
A82768,8
A82771,27
A82774,74
A82791,214
A82847,36
A82899,61
A82902,71
A82903,105
A82914,189
A82944,50
A82951,36
A82968,15
A82978,142
A82981,349
A82994,88
A83003,228
A83031,36
A83037,33
A83069,0
A83084,57
A83094,165
A83101,6
A83118,24
A83165,178
A83166,512
A83208,257
A83241,74
A83281,20
A83283,448
A83284,98
A83293,125
A83302,68
A83338,32
A83344,68
A83405,54
A83427,170
A83437,18
A83508,69
A83550,73
A83581,59
A83608,91
A83613,111
A83622,8
A83630,107
A83664,393
A83673,292
A83711,41
A83722,45
A83746,555
A83748,36
A83808,90
A83817,32
A83822,140
A83855,63
A83856,131
A83907,100
A83913,310
A83946,109
A85068,111
A86028,55
A86063,41
A86071,168
A86099,100
A86226,127
A86258,53
A87092,131
A87116,96
A87167,134
A87634,444
A87730,39
A87828,251
A87851,104
A87924,39
A87981,15
A87996,52
A88000,216
A88018,127
A88072,251
A88090,15
A88099,119
A88114,85
A88180,33
A88255,285
A88425,202
A88447,240
A88460,19
A90087,35
A90145,0
A90171,293
A90185,90
A90240,33
A90268,10
A90315,148
A90333,308
A90344,244
A90392,61
A90409,231
A90420,45
A90478,56
A90485,26
A90506,56
A90510,194
A90513,124
A90532,56
A90577,220
A90592,44
A90608,116
A90663,41
A90706,102
A90720,29
A90733,30
A90770,219
A90846,142
A90860,93
A90868,54
A90881,22
A90903,235
A90911,74
A90937,47
A90949,114
A90986,64
A91016,140
A91040,130
A91041,32
A91082,1
A91177,112
A91213,145
A91250,16
A91307,112
A91362,16
A91375,40
A91381,169
A91399,27
A91433,87
A91437,207
A91478,6
A91487,55
A91495,99
A91509,71
A91518,215
A91584,104
A91609,79
A91619,50
A91687,62
A91717,451
A91769,93
A91775,53
A91779,88
A91784,74
A91791,252
A91793,62
A91814,44
A91815,62
A91837,26
A91846,130
A91848,229
A91885,9
A91970,29
A91992,246
A91993,175
A92021,77
A92033,40
A92080,205
A92120,12
A92127,396
A92146,29
A92178,48
A92240,73
A92275,48
A92280,77
A92299,58
A92318,144
A92381,48
A92410,89
A92424,295
A92426,81
A92428,198
A92472,54
A92474,76
A92482,29
A92551,60
A92579,542
A92623,189
A92661,39
A92662,97
A92750,251
A92800,52
A92816,103
A92828,452
A92877,52
A92888,128
A92903,80
A92929,272
A92942,268
A92945,247
A92974,140
A93015,53
A93033,137
A93039,69
A93053,344
A93067,55
A93071,47
A93080,200
A93094,64
A93108,220
A93136,119
A93199,38
A93232,65
A93248,35
A93251,163
A93266,65
A93267,110
A93270,136
A93275,70
A93280,16
A93333,73
A93339,97
A93421,0
A93441,164
A93480,0
A93489,292
A93501,160
A93524,136
A93553,183
A93570,48
A93573,537
A93601,27
A93650,42
A93664,131
A93676,372
A93696,52
A93699,58
A93734,50
A93747,65
A93754,14
A93755,177
A95046,130
A96043,132
A96044,260
A96072,257
A96092,87
A96128,122
A96174,108
A96180,48
A96214,83
A96270,55
A97512,73
A97519,45
A97532,124
A97536,10
A97665,200
A97723,42
A97772,155
A97785,47
A97801,29
A97808,40
A97828,106
A97884,113
A97885,140
A97917,103
A98155,78
A98206,109
A98222,53
A98232,20
A98333,66
A98347,56
B00002,73
B00018,287
B00040,24
B00045,104
B00050,38
B00077,62
B00094,169
B00118,106
B00124,33
B00131,73
B00149,82
B00160,44
B00161,120
B00203,124
B00206,33
B00208,25
B00217,160
B00230,14
B00255,253
B00270,37
B00284,32
B00291,65
B00296,25
B00298,75
B00315,56
B00327,59
B00347,68
B00358,46
B00368,52
B00375,124
B00387,21
B00398,29
B00447,22
B00466,172
B00481,81
B00489,39
B00492,104
B00496,219
B00499,162
B00510,58
B00528,73
B00538,79
B00562,39
B00573,20
B00578,23
B00591,57
B00592,132
B00611,37
B00613,126
B00618,49
B00627,54
B00632,42
B00643,351
B00651,35
B00659,90
B00663,103
B00691,43
B00708,180
B00719,63
B00727,137
B00732,64
B00734,57
B00750,233
B00778,120
B00780,162
B00796,58
B00804,34
B00830,33
B00832,44
B00838,145
B00845,73
B00846,51
B00847,309
B00856,12
B00860,283
B00862,230
B00892,152
B00914,22
B00927,79
B00944,38
B00951,37
B00956,75
B00964,360
B00984,77
B01000,52
B01016,42
B01021,110
B01031,57
B01035,52
B01042,52
B01049,28
B01092,47
B01098,90
B01101,143
B01103,185
B01127,70
B01131,126
B01140,21
B01148,41
B01151,69
B01157,20
B01158,71
B01160,60
B01196,61
B01215,47
B01240,144
B01243,83
B01266,39
B01272,62
B01276,45
B01291,3
B01299,98
B01303,57
B01331,57
B01334,65
B01349,241
B01351,70
B01357,39
B01358,34
B01370,66
B01391,59
B01414,40
B01433,43
B01455,48
B01475,44
B01480,134
B01482,42
B01486,24
B01507,55
B01508,77
B01518,21
B01546,18
B01589,141
B01593,25
B01608,36
B01625,107
B01640,56
B01651,53
B01655,54
B01658,169
B01665,100
B01671,56
B01678,74
B01684,141
B01686,164
B01698,36
B01699,36
B01708,120
B01715,40
B01731,58
B01733,29
B01740,40
B01785,54
B01808,43
B01826,116
B01828,67
B01851,90
B01855,18
B01868,68
B01886,98
B01898,64
B01934,53
B01935,34
B01941,120
B01946,27
B01954,121
B01960,114
B01964,15
B01969,25
B01971,20
B01979,24
B01985,32
B01987,45
B01994,31
B01998,65
B02002,44
B02004,66
B02030,133
B02043,43
B02057,48
B02059,164
B02066,57
B02074,48
B02089,117
B02093,36
B02126,56
B02132,29
B02138,50
B02149,121
B02150,40
B02152,35
B02159,111
B02162,49
B02272,67
B02275,30
B02281,71
B02300,21
B02330,115
B02339,209
B02344,56
B02350,44
B02367,32
B02371,81
B02374,71
B02375,29
B02381,189
B02385,85
B02417,44
B02455,37
B02457,115
B02462,71
B02470,287
B02479,59
B02504,44
B02513,28
B02520,87
B02550,203
B02563,45
B02570,37
B02574,45
B02592,28
B02594,61
B02604,8
B02615,56
B02616,36
B02617,88
B02619,49
B02622,29
B02661,112
B02664,29
B02669,0
B02672,139
B02683,120
B02704,156
B02715,90
B02721,24
B02730,57
B02758,24
B02768,53
B02783,280
B02801,33
B02818,69
B02831,249
B02851,96
B02853,75
B02861,82
B02898,211
B02922,140
B02941,61
B02982,44
B02991,99
B02995,405
B02997,28
B03004,56
B03005,86
B03017,20
B03019,264
B03023,72
B03030,54
B03033,71
B03040,86
B03054,39
B03062,46
B03066,106
B03069,274
B03084,27
B03101,320
B03118,92
B03120,202
B03141,154
B03158,19
B03164,35
B03174,122
B03186,138
B03191,53
B03208,18
B03234,47
B03244,101
B03254,52
B03278,106
B03292,159
B03296,80
B03299,40
B03301,120
B03303,48
B03314,15
B03327,48
B03335,42
B03336,51
B03340,114
B03363,85
B03368,111
B03378,48
B03381,95
B03386,104
B03390,101
B03392,62
B03401,79
B03414,218
B03436,59
B03438,34
B03439,61
B03459,54
B03462,170
B03490,20
B03495,18
B03501,126
B03524,40
B03536,120
B03541,13
B03547,40
B03557,137
B03567,79
B03577,200
B03593,265
B03596,43
B03620,12
B03627,90
B03643,78
B03660,81
B03674,41
B03678,116
B03705,26
B03708,53
B03709,64
B03717,53
B03738,36
B03746,45
B03774,37
B03777,103
B03785,41
B03795,44
B03803,100
B03813,42
B03852,18
B03855,80
B03861,167
B03870,12
B03871,56
B03898,16
B03901,127
B03903,92
B03945,37
B03955,25
B03958,32
B03979,39
B03983,254
B04025,49
B04031,250
B04073,78
B04085,300
B04091,88
B04092,155
B04093,46
B04099,150
B04101,126
B04111,69
B04115,38
B04117,314
B04130,0
B04133,267
B04150,22
B04161,31
B04165,94
B04170,134
B04174,42
B04213,42
B04217,57
B04223,101
B04227,234
B04228,54
B04239,41
B04245,79
B04246,71
B04248,95
B04264,113
B04285,78
B04287,18
B04303,40
B04318,0
B04322,160
B04332,40
B04339,76
B04373,130
B04428,30
B04439,47
B04488,38
B04489,50
B04495,68
B04496,300
B04505,54
B04510,48
B04511,44
B04516,41
B04522,27
B04535,56
B04540,76
B04557,178
B04573,27
B04615,95
B04619,162
B04661,58
B04674,49
B04680,64
B04692,63
B04694,25
B04701,47
B04709,85
B04717,49
B04734,31
B04763,62
B04782,38
B04786,49
B04792,42
B04800,25
B04807,19
B04824,32
B04832,150
B04833,64
B04843,26
B04875,85
B04901,29
B04918,59
B04922,64
B04930,97
B04938,81
B04962,23
B04997,68
B05009,57
B05021,37
B05036,30
B05040,84
B05048,59
B05049,900
B05060,72
B05063,13
B05064,238
B05071,43
B05085,36
B05091,100
B05093,63
B05119,14
B05150,57
B05152,17
B05159,85
B05171,260
B05177,53
B05193,183
B05205,40
B05228,50
B05245,62
B05270,55
B05308,51
B05310,23
B05312,21
B05324,97
B05326,45
B05344,39
B05354,48
B05372,31
B05376,75
B05398,126
B05403,73
B05407,50
B05409,45
B05434,16
B05438,176
B05447,23
B05454,85
B05461,98
B05462,100
B05466,17
B05479,82
B05480,65
B05484,52
B05489,75
B05490,44
B05518,15
B05548,48
B05589,32
B05622,45
B05625,87
B05634,120
B05640,54
B05642,35
B05713,66
B05714,54
B05720,16
B05739,256
B05741,54
B05757,191
B05770,19
B05771,36
B05780,63
B05803,124
B05804,42
B05807,49
B05820,26
B05839,277
B05847,82
B05850,42
B05853,19
B05863,198
B05867,35
B05898,160
B05914,57
B05916,38
B05921,38
B05929,27
B05930,72
B05967,39
B05972,29
B05973,109
B05975,54
B05984,58
B06028,38
B06030,15
B06063,202
B06077,58
B06081,33
B06101,200
B06111,0
B06137,24
B06153,107
B06156,300
B06168,16
B06211,92
B06226,51
B06233,0
B06263,126
B06276,58
B06280,58
B06282,110
B06285,12
B06304,75
B06335,12
B06348,11
B06365,200
B06408,18
B06428,133
B06432,21
B06439,65
B06442,38
B06457,47
B06493,149
B06515,146
B06516,168
B06517,20
B06519,62
B06520,89
B06532,31
B06547,67
B06567,54
B06568,100
B06569,79
B06598,62
B06603,29
B06609,36
B06645,124
B06685,47
B06686,22
B06688,205
B06691,41
B06701,54
B06712,101
B06715,58
B06732,35
B06748,251
B06791,33
B06855,78
B06856,53
B06858,80
B06863,44
B06872,68
B06876,112
B06908,41
B06920,49
B06927,70
B06936,167
B06938,134
B06973,64
B06984,24
B06989,30
B06996,98
B06999,39
B07040,27
B07042,19
B07074,213
B07090,204
B07136,37
B07156,49
B07221,32
B07222,29
B07357,41
B07376,6
B07396,132
B07424,120
B07449,200
B07469,55
B07491,36
B07518,21
B07539,320
B07572,7
B07605,8
B07663,101
B07694,28
B07722,210
B07795,125
B07813,75
B07817,137
B07828,139
B07829,167
B07834,47
B07838,200
B07870,73
B07897,21
B07907,44
B07921,140
B07923,223
B07931,111
B07932,61
B07934,69
B07944,19
B07963,45
B07982,44
B07990,47
B08004,120
B08025,19
B08065,10
B08078,76
B08082,59
B08092,30
B08093,35
B08105,14
B08118,88
B08119,161
B08144,48
B08150,64
B08156,30
B08167,7
B08169,63
B08176,86
B08178,204
B08181,152
B08183,107
B08196,97
B08218,36
B08224,30
B08226,123
B08236,33
B08240,25
B08244,236
B08252,33
B08285,29
B08290,13
B08296,0
B08325,0
B08327,24
B08351,86
B08371,73
B08373,37
B08377,40
B08406,58
B08414,43
B08422,61
B08450,126
B08486,32
B08542,74
B08544,11
B08565,0
B08572,130
B08589,120
B08628,26
B08635,116
B08636,48
B08638,8
B08681,47
B08685,60
B08687,24
B08694,0
B08699,21
B08703,45
B08705,10
B08711,0
B08725,204
B08733,39
B08746,6
B08834,48
B08857,13
B08860,94
B08889,129
B08948,11
B08983,62
B09025,70
B09032,50
B09045,20
B09047,65
B09055,22
B09057,44
B09085,56
B09089,240
B09104,28
B09138,45
B09140,13
B09152,55
B09153,50
B09159,50
B09162,104
B09189,51
B09190,211
B09218,227
B09232,4
B09233,21
B09249,45
B09257,46
B09259,11
B09262,38
B09271,224
B09308,15
B09357,161
B09370,37
B09385,64
B09406,40
B09409,173
B09412,48
B09416,56
B09425,28
B09426,45
B09461,33
B09497,145
B09504,74
B09511,62
B09513,155
B09522,419
B09533,30
B09556,75
B09559,112
B09562,62
B09564,172
B09591,17
B09593,58
B09596,32
B09602,0
B09609,16
B09623,110
B09628,114
B09638,87
B09641,95
B09664,35
B09666,22
B09671,26
B09673,171
B09674,34
B09702,180
B09705,15
B09706,96
B09728,69
B09729,45
B09758,22
B09759,30
B09760,24
B09768,37
B09769,61
B09780,97
B09786,36
B09787,128
B09791,67
B09800,254
B09803,16
B09807,47
B09840,53
B09899,74
B09901,148
B09907,59
B09953,24
B09968,89
B09969,128
B09972,34
B10013,50
B10039,36
B10047,70
B10050,345
B10072,93
B10078,131
B10092,58
B10093,84
B10110,43
B10112,18
B10113,135
B10120,121
B10173,28
B10193,168
B10198,39
B10216,27
B10224,56
B10227,96
B10233,48
B10241,110
B10264,29
B10277,30
B10285,32
B10286,42
B10321,63
B10322,52
B10342,74
B10350,40
B10360,54
B10377,21
B10386,39
B10448,175
B10457,59
B10469,167
B10491,45
B10495,83
B10513,36
B10536,128
B10548,273
B10551,42
B10554,34
B10557,83
B10559,136
B10562,34
B10567,128
B10582,96
B10587,87
B10590,213
B10618,30
B10620,132
B10625,19
B10630,86
B10636,74
B10645,50
B10658,16
B10662,60
B10665,24
B10667,80
B10676,32
B10701,206
B10702,29
B10706,53
B10707,34
B10738,103
B10752,66
B10777,88
B10787,54
B10793,54
B10797,210
B10807,56
B10821,49
B10860,61
B10870,164
B10873,68
B10884,61
B10897,65
B10905,35
B10917,22
B10924,54
B10943,41
B10961,75
B10968,45
B10986,40
B11021,26
B11024,0
B11029,64
B11032,23
B11041,116
B11053,43
B11058,51
B11062,94
B11063,123
B11070,60
B11082,67
B11100,120
B11110,61
B11123,55
B11148,53
B11150,114
B11167,47
B11170,65
B11178,41
B11190,45
B11192,37
B11194,9
B11240,155
B11288,36
B11292,77
B11321,40
B11329,87
B11355,112
B11359,32
B11360,66
B11367,39
B11373,78
B11386,29
B11390,42
B11393,219
B11396,13
B11400,137
B11408,62
B11449,43
B11456,246
B11475,66
B11479,26
B11484,80
B11487,113
B11488,31
B11490,66
B11505,28
B11510,62
B11535,32
B11536,63
B11541,23
B11561,184
B11567,38
B11568,30
B11569,58
B11576,39
B11591,0
B11596,61
B11629,128
B11641,59
B11647,110
B11661,40
B11663,121
B11674,36
B11677,124
B11702,191
B11711,12
B11712,162
B11728,154
B11744,16
B11750,23
B11772,78
B11823,108
B11846,42
B11855,74
B11865,27
B11879,35
B11911,22
B11929,113
B11956,187
B11975,0
B11999,56
B12010,85
B12013,131
B12022,26
B12027,100
B12029,36
B12048,77
B12065,26
B12067,56
B12069,49
B12089,85
B12095,20
B12099,55
B12101,62
B12106,13
B12110,25
B12116,27
B12117,83
B12125,70
B12139,45
B12143,19
B12149,33
B12150,48
B12151,12
B12204,175
B12252,40
B12254,27
B12259,56
B12266,41
B12273,0
B12292,26
B12315,134
B12317,7
B12325,32
B12333,82
B12346,60
B12352,55
B12357,4
B12358,123
B12360,54
B12362,26
B12382,50
B12394,25
B12396,8
B12406,33
B12407,49
B12412,36
B12439,67
B12442,112
B12443,30
B12453,168
B12457,66
B12504,75
B12511,34
B12524,79
B12534,19
B12544,223
B12553,71
B12560,17
B12561,34
B12577,58
B12578,34
B12594,63
B12641,14
B12649,5
B12654,55
B12683,63
B12686,133
B12689,11
B12692,70
B12696,86
B12699,50
B12701,18
B12703,300
B12726,93
B12737,65
B12744,43
B12749,52
B12775,129
B12791,62
B12804,40
B12827,94
B12832,204
B12838,36
B12851,74
B12859,139
B12862,29
B12871,43
B12880,35
B12881,71
B12894,36
B12900,37
B12914,156
B12918,41
B12929,46
B12937,79
B12938,187
B12965,79
B12968,40
B12972,33
B12982,200
B13010,163
B13041,49
B13049,39
B13063,73
B13078,69
B13087,25
B13108,31
B13111,150
B13133,75
B13142,39
B13148,42
B13159,85
B13161,43
B13162,49
B13172,42
B13181,92
B13199,205
B13227,29
B13234,18
B13241,15
B13244,134
B13252,14
B13253,44
B13254,38
B13277,85
B13290,64
B13301,145
B13308,27
B13316,120
B13365,39
B13414,50
B13418,82
B13440,28
B13466,51
B13471,75
B13472,39
B13485,208
B13486,432
B13487,201
B13493,100
B13509,233
B13522,30
B13571,67
B13596,34
B13614,45
B13618,140
B13639,33
B13669,28
B13674,60
B13680,50
B13698,50
B13724,44
B13733,130
B13761,95
B13770,19
B13775,36
B13779,67
B13785,82
B13801,172
B13803,40
B13817,79
B13832,88
B13839,28
B13848,43
B13851,62
B13862,36
B13863,61
B13880,52
B13882,14
B13884,24
B13885,66
B13888,112
B13894,89
B13898,30
B13915,110
B13932,56
B13949,79
B13952,64
B13958,57
B13965,28
B13975,79
B13980,40
B13995,163
B14030,87
B14057,55
B14058,27
B14059,148
B14062,39
B14066,34
B14068,259
B14074,12
B14101,35
B14124,104
B14128,35
B14133,74
B14138,57
B14172,78
B14187,17
B14194,28
B14199,166
B14209,432
B14223,37
B14232,28
B14235,107
B14251,36
B14255,29
B14262,75
B14263,58
B14273,12
B14275,22
B14293,259
B14308,173
B14309,225
B14321,43
B14324,54
B14370,214
B14371,259
B14372,220
B14373,240
B14379,31
B14389,62
B14447,41
B14448,63
B14464,97
B14481,45
B14484,74
B14489,85
B14490,40
B14509,203
B14517,26
B14522,3
B14533,40
B14542,94
B14553,26
B14556,204
B14572,136
B14602,20
B14617,60
B14640,85
B14642,19
B14651,54
B14653,9
B14668,47
B14689,26
B14694,13
B14698,336
B14711,62
B14727,69
B14749,100
B14756,96
B14777,25
B14782,154
B14799,53
B14813,65
B14873,78
B14883,22
B14885,42
B14886,38
B14909,35
B14923,111
B14926,55
B14931,81
B14951,52
B14959,76
B15004,126
B15009,48
B15018,61
B15028,75
B15033,165
B15041,64
B15048,24
B15063,200
B15083,116
B15098,25
B15112,143
B15122,50
B15123,22
B15129,22
B15140,41
B15174,8
B15178,31
B15197,85
B15198,71
B15204,73
B15219,25
B15223,53
B15230,14
B15243,58
B15257,85
B15266,36
B15280,46
B15288,17
B15306,30
B15308,213
B15320,59
B15330,36
B15341,147
B15345,41
B15349,155
B15382,125
B15383,83
B15385,80
B15388,180
B15391,46
B15395,154
B15397,65
B15402,37
B15417,38
B15430,45
B15440,65
B15449,56
B15453,59
B15460,29
B15465,139
B15514,78
B15525,40
B15539,35
B15542,69
B15551,205
B15553,120
B15573,283
B15574,55
B15613,117
B15624,48
B15626,144
B15628,57
B15630,15
B15636,66
B15653,46
B15664,29
B15699,64
B15704,62
B15715,34
B15748,226
B15771,111
B15779,41
B15818,114
B15819,122
B15878,0
B15879,182
B15882,114
B15894,47
B15895,34
B15897,45
B15920,54
B15922,34
B15932,212
B15941,411
B15945,70
B15946,47
B15948,221
B15956,24
B15958,52
B16000,10
B16014,200
B16017,106
B16025,153
B16033,20
B16039,27
B16044,475
B16083,28
B16085,81
B16105,59
B16107,37
B16108,36
B16118,147
B16168,99
B16169,107
B16170,100
B16171,45
B16203,39
B16220,65
B16240,92
B16245,18
B16246,15
B16251,227
B16275,28
B16304,40
B16313,44
B16316,41
B16348,26
B16350,37
B16364,97
B16366,20
B16368,59
B16381,112
B16390,70
B16396,238
B16409,36
B16413,27
B16429,19
B16433,26
B16438,153
B16449,41
B16453,108
B16454,46
B16459,50
B16483,110
B16523,49
B16539,37
B16553,37
B16558,125
B16565,119
B16577,78
B16591,41
B16599,27
B16611,6
B16614,8
B16615,26
B16675,39
B16685,177
B16707,30
B16731,36
B16733,57
B16743,203
B16758,28
B16763,12
B16788,49
B16809,112
B16827,123
B16831,160
B16849,40
B16861,93
B16868,23
B16884,155
B16894,103
B16901,104
B16902,149
B16926,107
B16930,42
B16933,51
B16936,41
B16969,44
B16988,94
B16996,85
B17010,302
B17018,0
B17019,63
B17023,36
B17025,58
B17032,213
B17036,56
B17041,50
B17042,68
B17050,100
B17070,23
B17136,55
B17152,39
B17161,180
B17187,93
B17213,314
B17216,59
B17232,38
B17233,63
B17251,102
B17253,31
B17279,34
B17282,380
B17283,188
B17293,25
B17332,10
B17339,57
B17349,29
B17360,28
B17362,130
B17367,72
B17371,120
B17386,0
B17405,31
B17416,41
B17431,65
B17439,44
B17446,34
B17454,96
B17465,16
B17471,71
B17481,47
B17505,23
B17507,23
B17521,212
B17534,48
B17541,121
B17543,85
B17553,33
B17566,47
B17613,202
B17623,23
B17624,70
B17628,188
B17633,41
B17636,66
B17647,34
B17648,56
B17653,98
B17670,23
B17671,65
B17672,31
B17680,206
B17699,55
B17701,27
B17705,53
B17710,59
B17728,52
B17733,126
B17755,24
B17765,117
B17780,8
B17786,57
B17802,167
B17805,36
B17820,53
B17824,38
B17833,27
B17841,41
B17846,190
B17851,37
B17865,126
B17874,38
B17887,61
